t theta theta1 theta2 omega omega1 omega2
112.080000 12.4389 7.11568 -9.38186 0.924307 -1.23625 -0.270533
112.090000 12.8478 6.43573 -9.50644 0.504483 -1.1375 -0.16476
112.100000 13.0181 5.81197 -9.57104 0.0905423 -1.03994 -0.0609278
112.110000 12.9517 5.24408 -9.5763 -0.322775 -0.942199 0.0426586
112.120000 12.6471 4.73266 -9.52182 -0.742122 -0.842496 0.148019
112.130000 12.0986 4.27943 -9.40591 -1.17542 -0.738723 0.257482
112.140000 11.2957 3.8874 -9.22547 -1.63207 -0.628402 0.373746
112.150000 10.2219 3.56113 -8.97573 -2.12311 -0.508671 0.499938
112.160000 8.85393 3.30689 -8.65003 -2.66062 -0.376473 0.639475
112.170000 7.16225 3.13255 -8.23985 -3.25406 -0.229567 0.79512
112.180000 5.11533 3.04631 -7.73599 -3.89675 -0.0700785 0.965506
112.190000 2.69823 3.05177 -7.13335 -4.52855 0.0858888 1.1354
112.200000 -0.0398667 3.13572 -6.44331 -4.97808 0.193801 1.26042
112.210000 -2.92529 3.25294 -5.70973 -5.01171 0.194324 1.27901
112.220000 -5.69568 3.33627 -5.00035 -4.59901 0.0815781 1.18152
112.230000 -8.15184 3.33577 -4.36733 -3.95619 -0.0875478 1.02319
112.240000 -10.2229 3.23489 -3.82962 -3.27626 -0.263365 0.854516
112.250000 -11.9141 3.03647 -3.38609 -2.63568 -0.426637 0.695996
112.260000 -13.2531 2.74893 -3.02942 -2.04653 -0.574702 0.5512
112.270000 -14.2673 2.38029 -2.75226 -1.49949 -0.710345 0.41789
112.280000 -14.9767 1.93655 -2.54906 -0.980375 -0.837553 0.292404
112.290000 -15.3933 1.42137 -2.41643 -0.474721 -0.960351 0.170915
112.300000 -15.5206 0.836154 -2.35317 0.0316826 -1.08269 0.0496044
112.310000 -15.354 0.180015 -2.36031 0.553531 -1.20862 -0.0755077
112.320000 -14.8802 -0.55036 -2.44125 1.10704 -1.34261 -0.208816
112.330000 -14.0759 -1.36099 -2.6021 1.71051 -1.48963 -0.355279
112.340000 -12.907 -2.2608 -2.85185 2.3823 -1.65465 -0.519881
112.350000 -11.3316 -3.2609 -3.20171 3.12787 -1.83925 -0.704318
112.360000 -9.31799 -4.36977 -3.66039 3.89292 -2.02946 -0.894933
112.370000 -6.90635 -5.57736 -4.21832 4.46409 -2.17013 -1.03714
112.380000 -4.30615 -6.82991 -4.8225 4.50514 -2.17456 -1.04449
112.390000 -1.8528 -8.04129 -5.3874 3.99058 -2.03656 -0.910003
112.400000 0.224472 -9.15297 -5.85454 3.24881 -1.84112 -0.7177
112.410000 1.87271 -10.152 -6.2106 2.51487 -1.6488 -0.52793
112.420000 3.12082 -11.0463 -6.46332 1.85496 -1.47642 -0.357681
112.430000 4.01219 -11.8475 -6.62411 1.26722 -1.32321 -0.206378
112.440000 4.58342 -12.5653 -6.70256 0.734354 -1.18441 -0.0694315
112.450000 4.8608 -13.2065 -6.70552 0.23876 -1.05521 0.0578508
112.460000 4.86123 -13.7755 -6.63733 -0.234724 -0.93143 0.179527
112.470000 4.59356 -14.2742 -6.5002 -0.699098 -0.809447 0.299086
112.480000 4.05963 -14.7028 -6.29441 -1.16601 -0.685995 0.41964
112.490000 3.25484 -15.0595 -6.01858 -1.64634 -0.55799 0.544061
112.500000 2.16859 -15.3408 -5.66973 -2.15002 -0.42256 0.674902
112.510000 0.785256 -15.5418 -5.24364 -2.684 -0.277556 0.813831
112.520000 -0.912463 -15.657 -4.73576 -3.2455 -0.12326 0.959818
112.530000 -2.93382 -15.6826 -4.14388 -3.80517 0.0332587 1.10473
112.540000 -5.25682 -15.6224 -3.47422 -4.27825 0.170539 1.22602
112.550000 -7.79158 -15.4981 -2.75081 -4.51774 0.250438 1.28554
112.560000 -10.3664 -15.3526 -2.01858 -4.41111 0.242527 1.25528
112.570000 -12.7894 -15.235 -1.3268 -4.01023 0.158344 1.15036
112.580000 -14.9355 -15.1781 -0.706702 -3.46961 0.0369153 1.01171
112.590000 -16.7615 -15.1938 -0.167995 -2.90653 -0.0912931 0.869648
112.600000 -18.2716 -15.2814 0.291651 -2.37107 -0.212862 0.736743
112.610000 -19.4861 -15.4358 0.678509 -1.87479 -0.324409 0.615554
112.620000 -20.4268 -15.6514 0.999031 -1.41439 -0.426557 0.504843
112.630000 -21.1123 -15.9232 1.25858 -0.982379 -0.521135 0.402332
112.640000 -21.5565 -16.2475 1.46119 -0.570895 -0.610139 0.305682
112.650000 -21.7691 -16.6216 1.60958 -0.172864 -0.695404 0.21277
112.660000 -21.756 -17.0439 1.70536 0.217762 -0.778512 0.12174
112.670000 -21.52 -17.5136 1.74914 0.605926 -0.860752 0.0310113
112.680000 -21.0614 -18.0303 1.74071 0.995226 -0.943036 -0.0606721
112.690000 -20.379 -18.5943 1.67928 1.38725 -1.02571 -0.154079
112.700000 -19.4715 -19.2057 1.56383 1.78021 -1.10817 -0.24914
112.710000 -18.3402 -19.8637 1.39375 2.16643 -1.18822 -0.344301
112.720000 -16.9934 -20.5659 1.17001 2.52891 -1.2612 -0.435582
112.730000 -15.4524 -21.3061 0.896725 2.83838 -1.3193 -0.515694
112.740000 -13.7585 -22.0729 0.583149 3.05542 -1.35234 -0.574406
112.750000 -11.9759 -22.8492 0.244541 3.14339 -1.35129 -0.601698
112.760000 -10.184 -23.6143 -0.0994191 3.08858 -1.31345 -0.593025
112.770000 -8.46053 -24.3484 -0.428831 2.90963 -1.24456 -0.552173
112.780000 -6.86599 -25.0366 -0.727822 2.64576 -1.15537 -0.488602
112.790000 -5.43727 -25.6705 -0.986327 2.33668 -1.05632 -0.412365
112.800000 -4.19142 -26.2466 -1.1994 2.01114 -0.954712 -0.330988
112.810000 -3.13257 -26.7648 -1.36551 1.68587 -0.854592 -0.248998
112.820000 -2.25795 -27.2265 -1.48505 1.36886 -0.757724 -0.168675
112.830000 -1.56183 -27.6338 -1.55929 1.06296 -0.664547 -0.0909226
112.840000 -1.03773 -27.9887 -1.58977 0.76829 -0.57483 -0.0158972
112.850000 -0.679505 -28.2931 -1.57799 0.4837 -0.488038 0.0566141
112.860000 -0.48184 -28.5484 -1.5253 0.207542 -0.403528 0.126978
112.870000 -0.440401 -28.7558 -1.43281 -0.0619166 -0.320653 0.1956
112.880000 -0.551817 -28.916 -1.30142 -0.326264 -0.238808 0.262852
112.890000 -0.813544 -29.0295 -1.13181 -0.586787 -0.157473 0.329028
112.900000 -1.22366 -29.0965 -0.924555 -0.844319 -0.0762442 0.394292
112.910000 -1.78053 -29.1169 -0.680164 -1.09904 0.00511655 0.458626
112.920000 -2.48239 -29.0906 -0.399238 -1.35018 0.086607 0.521745
112.930000 -3.32665 -29.0177 -0.0826411 -1.59564 0.167877 0.582997
112.940000 -4.30902 -28.8984 0.268254 -1.83143 0.248084 0.641226
112.950000 -5.42226 -28.7339 0.651237 -2.05114 0.325727 0.694647
112.960000 -6.65464 -28.5261 1.06287 -2.24554 0.398511 0.740774
112.970000 -7.98837 -28.2787 1.49812 -2.4028 0.463365 0.776528
112.980000 -9.39845 -27.9973 1.9501 -2.50989 0.516747 0.798652
112.990000 -10.8527 -27.6894 2.41018 -2.55533 0.555342 0.804463
113.000000 -12.3136 -27.3642 2.86858 -2.5326 0.576979 0.792718
113.010000 -13.7419 -27.0315 3.31535 -2.44252 0.581337 0.764141
113.020000 -15.1011 -26.701 3.74148 -2.29305 0.570017 0.721253
113.030000 -16.3606 -26.3808 4.13978 -2.09657 0.54593 0.667578
113.040000 -17.4972 -26.0772 4.5051 -1.8665 0.512414 0.60672
113.050000 -18.4953 -25.7948 4.83424 -1.61462 0.472527 0.541706
113.060000 -19.345 -25.5365 5.12548 -1.34992 0.42868 0.474728
113.070000 -20.0409 -25.304 5.37813 -1.07855 0.382576 0.407174
113.080000 -20.5804 -25.0983 5.5921 -0.80428 0.335311 0.339791
113.090000 -20.9624 -24.9199 5.76759 -0.52916 0.287515 0.272866
113.100000 -21.1868 -24.7689 5.90487 -0.254066 0.239502 0.206384
113.110000 -21.2536 -24.6454 6.00414 0.0208548 0.19138 0.14014
113.120000 -21.1629 -24.5496 6.06545 0.295846 0.14315 0.0738373
113.130000 -20.9145 -24.4814 6.08868 0.571268 0.0947797 0.00714731
113.140000 -20.5081 -24.441 6.07351 0.847346 0.0462785 -0.0602209
113.150000 -19.9434 -24.4284 6.0195 1.12388 -0.00222221 -0.128449
113.160000 -19.2203 -24.4435 5.92616 1.39987 -0.0503676 -0.197514
113.170000 -18.3398 -24.4859 5.79307 1.67305 -0.0974496 -0.267054
113.180000 -17.3045 -24.5547 5.62021 1.93921 -0.142245 -0.336187
113.190000 -16.1203 -24.6481 5.40821 2.19147 -0.182848 -0.403309
113.200000 -14.7978 -24.763 5.15891 2.41976 -0.21656 -0.465902
113.210000 -13.3545 -24.8943 4.87584 2.6109 -0.239974 -0.520522
113.220000 -11.8159 -25.0353 4.56473 2.75008 -0.249418 -0.563123
113.230000 -10.2156 -25.1769 4.23359 2.82399 -0.241809 -0.589861
113.240000 -8.59383 -25.3088 3.89233 2.8248 -0.215654 -0.598185
113.250000 -6.99258 -25.4206 3.55174 2.75298 -0.171664 -0.587662
113.260000 -5.45144 -25.5026 3.2222 2.61691 -0.112532 -0.560031
113.270000 -4.00358 -25.5474 2.91265 2.42977 -0.0420231 -0.518464
113.280000 -2.67418 -25.5493 2.63005 2.20564 0.0360659 -0.466551
113.290000 -1.48084 -25.5052 2.37938 1.95664 0.118602 -0.407509
113.300000 -0.435052 -25.413 2.16397 1.69177 0.203372 -0.343809
113.310000 0.455897 -25.272 1.98597 1.41691 0.289029 -0.277131
113.320000 1.18734 -25.0818 1.84677 1.13537 0.374923 -0.208474
113.330000 1.75593 -24.8423 1.74736 0.848528 0.460912 -0.138313
113.340000 2.15868 -24.5535 1.68855 0.556395 0.547212 -0.0667421
113.350000 2.39233 -24.2151 1.67118 0.258018 0.634294 0.00641894
113.360000 2.45285 -23.8264 1.69627 -0.0482329 0.722806 0.0815389
113.370000 2.33516 -23.3864 1.76508 -0.364422 0.813522 0.159105
113.380000 2.03292 -22.8936 1.87916 -0.692783 0.907279 0.239643
113.390000 1.53858 -22.346 2.04035 -1.03527 1.00487 0.323586
113.400000 0.843719 -21.7413 2.25064 -1.3927 1.10682 0.411037
113.410000 -0.0598413 -21.0769 2.51191 -1.76305 1.21297 0.501315
113.420000 -1.17759 -20.3508 2.82523 -2.13827 1.32166 0.592138
113.430000 -2.50753 -19.5627 3.1896 -2.49937 1.42835 0.678375
113.440000 -4.03231 -18.7161 3.59997 -2.81097 1.52416 0.750792
113.450000 -5.70947 -17.8208 4.04484 -3.02206 1.59578 0.796464
113.460000 -7.46639 -16.8947 4.50518 -3.08267 1.62965 0.803287
113.470000 -9.20919 -15.9618 4.95711 -2.97339 1.6197 0.767434
113.480000 -10.8458 -15.046 5.37783 -2.7191 1.57146 0.696357
113.490000 -12.307 -14.1659 5.75092 -2.37007 1.49755 0.603453
113.500000 -13.5527 -13.3325 6.0675 -1.97354 1.41025 0.500781
113.510000 -14.5655 -12.5508 6.32438 -1.56056 1.31785 0.395933
113.520000 -15.3409 -11.8225 6.52149 -1.14687 1.22468 0.292475
113.530000 -15.8807 -11.1473 6.65999 -0.738097 1.13235 0.191397
113.540000 -16.1877 -10.5247 6.74119 -0.33417 1.04093 0.092266
113.550000 -16.2639 -9.95446 6.76587 0.0680863 0.949616 -0.00609827
113.560000 -16.109 -9.43678 6.73404 0.473647 0.857105 -0.105304
113.570000 -15.7193 -8.97284 6.64468 0.888803 0.761726 -0.207274
113.580000 -15.0873 -8.56483 6.49557 1.32109 0.661492 -0.314242
113.590000 -14.2005 -8.21619 6.28314 1.77938 0.554096 -0.428783
113.600000 -13.0414 -7.93173 6.00223 2.2736 0.437011 -0.553762
113.610000 -11.5865 -7.7177 5.64605 2.81304 0.307974 -0.691908
113.620000 -9.80865 -7.5812 5.20663 3.39999 0.166691 -0.844181
113.630000 -7.68537 -7.52788 4.67697 4.01103 0.0197079 -1.00491
113.640000 -5.22403 -7.55539 4.05763 4.55715 -0.109471 -1.15134
113.650000 -2.51045 -7.64096 3.36943 4.85606 -0.17392 -1.2359
113.660000 0.260843 -7.73422 2.66191 4.74643 -0.133509 -1.21533
113.670000 2.86046 -7.77686 1.99459 4.28537 -0.00488211 -1.10279
113.680000 5.14241 -7.73292 1.406 3.66901 0.160634 -0.948728
113.690000 7.06222 -7.59267 0.908238 3.03586 0.327576 -0.789625
113.700000 8.62807 -7.35976 0.499394 2.43703 0.483273 -0.63937
113.710000 9.86279 -7.0413 0.17345 1.8793 0.62643 -0.500115
113.720000 10.7879 -6.64383 -0.0754156 1.35423 0.759613 -0.369833
113.730000 11.4185 -6.17208 -0.251452 0.849399 0.886355 -0.245325
113.740000 11.7626 -5.62867 -0.356978 0.351679 1.01034 -0.123119
113.750000 11.8203 -5.01412 -0.392285 -0.152445 1.13535 0.000409219
113.760000 11.5839 -4.32669 -0.355508 -0.677565 1.26541 0.129195
113.770000 11.0367 -3.56223 -0.242385 -1.24024 1.4051 0.267704
113.780000 10.1519 -2.71376 -0.0459268 -1.85912 1.55949 0.420951
113.790000 8.89223 -1.77146 0.243698 -2.55101 1.7332 0.593479
113.800000 7.21512 -0.724026 0.637773 -3.31134 1.92528 0.784328
113.810000 5.10042 0.434207 1.14195 -4.05068 2.11278 0.970701
113.820000 2.62861 1.68296 1.73613 -4.49711 2.22555 1.0829
113.830000 0.0638197 2.95454 2.3531 -4.35086 2.18619 1.04399
113.840000 -2.26432 4.16437 2.90883 -3.72663 2.02434 0.88339
113.850000 -4.18154 5.26798 3.35913 -2.96353 1.82756 0.688042
113.860000 -5.66857 6.26089 3.69955 -2.23924 1.6416 0.503453
113.870000 -6.76228 7.15304 3.93996 -1.59099 1.47589 0.339021
113.880000 -7.50443 7.95549 4.09139 -1.00914 1.32768 0.192058
113.890000 -7.92782 8.67683 4.16243 -0.475232 1.19192 0.0576127
113.900000 -8.05481 9.3228 4.1589 0.0281881 1.06386 -0.0690056
113.910000 -7.89844 9.89659 4.08407 0.51626 0.939308 -0.191876
113.920000 -7.46357 10.3991 3.93905 1.00246 0.81452 -0.314624
113.930000 -6.74765 10.8292 3.72292 1.49943 0.685954 -0.440627
113.940000 -5.74094 11.1838 3.43289 2.01944 0.550154 -0.573097
113.950000 -4.42702 11.4577 3.06442 2.57337 0.403977 -0.714792
113.960000 -2.78458 11.6444 2.61181 3.16595 0.245806 -0.866718
113.970000 -0.794457 11.7377 2.07008 3.78121 0.0792812 -1.02428
113.980000 1.54007 11.7368 1.44039 4.34977 -0.078179 -1.16884
113.990000 4.15162 11.6574 0.740885 4.71584 -0.186467 -1.25964
114.000000 6.87131 11.5415 0.015901 4.70823 -0.200359 -1.25308
114.010000 9.47531 11.4463 -0.676737 4.33281 -0.119416 -1.15242
114.020000 11.8003 11.4142 -1.29578 3.76671 0.0117943 -1.00472
114.030000 13.7854 11.4616 -1.82692 3.16469 0.153237 -0.850164
114.040000 15.433 11.5882 -2.27202 2.59387 0.287054 -0.705778
114.050000 16.7667 11.7882 -2.63831 2.06926 0.408934 -0.575036
114.060000 17.8122 12.0547 -2.93329 1.58659 0.519731 -0.456462
114.070000 18.5911 12.3821 -3.16318 1.13666 0.621717 -0.347345
114.080000 19.1192 12.7659 -3.33261 0.710073 0.717291 -0.24496
114.090000 19.4076 13.2032 -3.44471 0.298547 0.808618 -0.146873
114.100000 19.4628 13.6921 -3.50133 -0.104961 0.897555 -0.0509742
114.110000 19.2877 14.2316 -3.50319 -0.506265 0.985635 0.0445447
114.120000 18.8823 14.8216 -3.45007 -0.909782 1.074 0.141156
114.130000 18.2443 15.4625 -3.34104 -1.31787 1.16323 0.239836
114.140000 17.3714 16.1546 -3.17481 -1.72927 1.25286 0.340682
114.150000 16.2635 16.8978 -2.95051 -2.1362 1.3407 0.442141
114.160000 14.9279 17.6897 -2.66885 -2.5198 1.42158 0.539814
114.170000 13.3869 18.5238 -2.33424 -2.84592 1.48643 0.625221
114.180000 11.6867 19.3876 -1.95709 -3.06716 1.52302 0.686109
114.190000 9.90078 20.2615 -1.55502 -3.13983 1.52055 0.710592
114.200000 8.11995 21.122 -1.1507 -3.05064 1.47655 0.694139
114.210000 6.43082 21.9471 -0.76631 -2.82707 1.39907 0.642749
114.220000 4.89655 22.7214 -0.418514 -2.51857 1.30145 0.568543
114.230000 3.55217 23.4369 -0.116921 -2.17062 1.19549 0.483132
114.240000 2.41092 24.0912 0.134505 -1.8132 1.08869 0.394407
114.250000 1.47315 24.685 0.335236 -1.46202 0.984763 0.30665
114.260000 0.733112 25.2204 0.48645 -1.12352 0.885006 0.22173
114.270000 0.18297 25.7 0.589966 -0.799156 0.789474 0.140172
114.280000 -0.185184 26.1258 0.647694 -0.488006 0.697643 0.0618456
114.290000 -0.378413 26.5 0.661375 -0.188209 0.608775 -0.013661
114.300000 -0.402623 26.8238 0.632484 0.102331 0.522096 -0.0868403
114.310000 -0.262542 27.0985 0.562218 0.385575 0.436883 -0.158158
114.320000 0.0381299 27.3246 0.451532 0.663127 0.352514 -0.227985
114.330000 0.496467 27.5025 0.301207 0.936053 0.268508 -0.296543
114.340000 1.10995 27.6323 0.111958 1.20465 0.184584 -0.363838
114.350000 1.87593 27.7141 -0.115425 1.46815 0.100739 -0.429573
114.360000 2.79093 27.7479 -0.379866 1.72425 0.0173691 -0.493033
114.370000 3.84954 27.7342 -0.679727 1.96856 -0.0645782 -0.552947
114.380000 5.04315 27.6745 -1.01245 2.19405 -0.143428 -0.607353
114.390000 6.35824 27.571 -1.37414 2.39069 -0.216661 -0.653556
114.400000 7.77478 27.4279 -1.75918 2.54592 -0.280977 -0.688294
114.410000 9.26519 27.2514 -2.16004 2.64643 -0.33271 -0.708255
114.420000 10.7948 27.0496 -2.56747 2.6813 -0.368634 -0.710934
114.430000 12.3242 26.8323 -2.97124 2.64554 -0.38693 -0.69551
114.440000 13.8134 26.6096 -3.36124 2.54205 -0.387801 -0.663255
114.450000 15.2261 26.3909 -3.72862 2.38064 -0.373343 -0.617162
114.460000 16.5329 26.1841 -4.06654 2.17482 -0.346783 -0.561021
114.470000 17.7124 25.9952 -4.37029 1.93825 -0.311564 -0.498481
114.480000 18.7503 25.8281 -4.6371 1.68241 -0.270687 -0.432477
114.490000 19.6382 25.6856 -4.86561 1.41576 -0.226441 -0.365059
114.500000 20.3717 25.569 -5.0554 1.14389 -0.180395 -0.297478
114.510000 20.9487 25.479 -5.20659 0.870142 -0.133532 -0.230373
114.520000 21.3688 25.416 -5.31952 0.596249 -0.086404 -0.163959
114.530000 21.632 25.38 -5.39459 0.322898 -0.0392748 -0.0981784
114.540000 21.7389 25.371 -5.4321 0.050154 0.00776714 -0.0328145
114.550000 21.6896 25.3889 -5.43222 -0.222218 0.0547191 0.0324256
114.560000 21.4843 25.4337 -5.39491 -0.494487 0.101589 0.0978433
114.570000 21.123 25.5053 -5.32001 -0.766707 0.148322 0.163684
114.580000 20.6058 25.6036 -5.20724 -1.03842 0.19472 0.230064
114.590000 19.9334 25.7283 -5.0563 -1.3083 0.240346 0.296871
114.600000 19.1074 25.8787 -4.86705 -1.57368 0.284394 0.36364
114.610000 18.1318 26.0536 -4.63979 -1.82997 0.325557 0.429385
114.620000 17.0135 26.2509 -4.37553 -2.07007 0.361894 0.492435
114.630000 15.7646 26.4669 -4.07648 -2.28413 0.390789 0.550307
114.640000 14.4034 26.6967 -3.74652 -2.4599 0.409113 0.59978
114.650000 12.9556 26.9331 -3.39147 -2.58442 0.413702 0.637281
114.660000 11.4537 27.1676 -3.01915 -2.64693 0.402131 0.659637
114.670000 9.93532 27.3906 -2.63885 -2.64204 0.3735 0.664962
114.680000 8.43875 27.5925 -2.26043 -2.57156 0.328808 0.653231
114.690000 6.9995 27.7648 -1.89323 -2.44372 0.270634 0.626195
114.700000 5.64713 27.9007 -1.54524 -2.27042 0.20235 0.586713
114.710000 4.4041 27.9954 -1.22268 -2.06402 0.127282 0.537931
114.720000 3.28622 28.0458 -0.930054 -1.83515 0.0481703 0.482663
114.730000 2.30392 28.0502 -0.670411 -1.59182 -0.0330217 0.423095
114.740000 1.46385 28.0078 -0.44575 -1.33939 -0.115065 0.360751
114.750000 0.770212 27.9183 -0.257366 -1.08104 -0.197322 0.296579
114.760000 0.225899 27.7817 -0.106147 -0.818291 -0.279594 0.231076
114.770000 -0.166706 27.5979 0.0072063 -0.551455 -0.361994 0.164409
114.780000 -0.405146 27.3668 0.0820165 -0.280014 -0.444854 0.0965067
114.790000 -0.486489 27.088 0.117514 -0.00285725 -0.528661 0.027132
114.800000 -0.407041 26.7607 0.11276 0.281527 -0.614008 -0.0440625
114.810000 -0.162173 26.384 0.0665982 0.574864 -0.701559 -0.117478
114.820000 0.25374 25.9562 -0.0223567 0.878845 -0.791982 -0.193494
114.830000 0.847185 25.4758 -0.155674 1.1947 -0.885854 -0.272349
114.840000 1.62504 24.9404 -0.334968 1.52239 -0.983449 -0.353914
114.850000 2.59346 24.3482 -0.561586 1.85908 -1.08436 -0.437302
114.860000 3.75561 23.6975 -0.836 2.19662 -1.18682 -0.5202
114.870000 5.10756 22.9886 -1.15673 2.51774 -1.28668 -0.597949
114.880000 6.63196 22.225 -1.51874 2.79251 -1.37637 -0.662736
114.890000 8.29079 21.4154 -1.91169 2.97956 -1.44505 -0.7041
114.900000 10.0216 20.5753 -2.3192 3.03835 -1.48164 -0.712267
114.910000 11.7442 19.7249 -2.72078 2.95038 -1.48044 -0.683507
114.920000 13.3773 18.8855 -3.0963 2.73102 -1.44456 -0.62278
114.930000 14.856 18.0744 -3.43032 2.41873 -1.38352 -0.540529
114.940000 16.139 17.3029 -3.71361 2.0539 -1.30775 -0.447189
114.950000 17.2053 16.5771 -3.94206 1.66601 -1.2251 -0.350061
114.960000 18.047 15.8994 -4.11478 1.27191 -1.14018 -0.253058
114.970000 18.663 15.2705 -4.23236 0.879022 -1.0551 -0.157658
114.980000 19.0548 14.6903 -4.29576 0.488951 -0.970394 -0.063872
114.990000 19.2235 14.1586 -4.30571 0.0999462 -0.885658 0.0291152
115.000000 19.1688 13.6756 -4.26231 -0.291723 -0.799937 0.122595
115.010000 18.8878 13.2423 -4.16482 -0.691135 -0.711898 0.218183
115.020000 18.3742 12.8606 -4.01152 -1.1045 -0.619913 0.317777
115.030000 17.6181 12.5331 -3.7995 -1.53912 -0.522088 0.423551
115.040000 16.6049 12.2638 -3.52453 -2.00312 -0.416355 0.537913
115.050000 15.3155 12.0579 -3.181 -2.50434 -0.300809 0.663217
115.060000 13.7273 11.9211 -2.76218 -3.04626 -0.174794 0.800739
115.070000 11.8191 11.8589 -2.26155 -3.6166 -0.0419053 0.947714
115.080000 9.58728 11.8718 -1.67683 -4.16167 0.0834738 1.09062
115.090000 7.07866 11.947 -1.0187 -4.55561 0.168664 1.19684
115.100000 4.42756 12.0494 -0.320772 -4.63644 0.172779 1.22342
115.110000 1.83531 12.1273 0.365145 -4.35972 0.0862722 1.1571
115.120000 -0.524287 12.1375 0.993497 -3.85281 -0.0566115 1.02981
115.130000 -2.56533 12.0594 1.54127 -3.26792 -0.216441 0.881148
115.140000 -4.27027 11.8903 2.00344 -2.68754 -0.372369 0.733146
115.150000 -5.65104 11.6347 2.38296 -2.13784 -0.51815 0.593114
115.160000 -6.72607 11.2984 2.68472 -1.61939 -0.65407 0.461502
115.170000 -7.51111 10.8866 2.91302 -1.12384 -0.782648 0.336266
115.180000 -8.01618 10.4024 3.07073 -0.640223 -0.907032 0.214564
115.190000 -8.24477 9.84733 3.15897 -0.156683 -1.03057 0.0932576
115.200000 -8.19331 9.2209 3.17702 0.339539 -1.15684 -0.0310704
115.210000 -7.85053 8.52041 3.12206 0.862803 -1.28983 -0.162276
115.220000 -7.19628 7.74071 2.9889 1.4298 -1.43414 -0.304829
115.230000 -6.20021 6.87388 2.76964 2.05901 -1.59482 -0.463659
115.240000 -4.82214 5.90927 2.45373 2.76423 -1.77576 -0.642464
115.250000 -3.02103 4.83584 2.03034 3.52671 -1.97241 -0.836528
115.260000 -0.793381 3.65207 1.49825 4.21578 -2.15127 -1.01232
115.270000 1.73552 2.38963 0.889275 4.51685 -2.23115 -1.08919
115.280000 4.26247 1.1262 0.280759 4.20939 -2.1548 -1.01089
115.290000 6.48529 -0.0606389 -0.250423 3.51655 -1.97957 -0.834995
115.300000 8.27967 -1.13912 -0.673114 2.75079 -1.78611 -0.64163
115.310000 9.64883 -2.11042 -0.988784 2.04107 -1.6077 -0.463651
115.320000 10.6329 -2.98521 -1.20824 1.40566 -1.44894 -0.305469
115.330000 11.2711 -3.7738 -1.34187 0.830647 -1.306 -0.163226
115.340000 11.5927 -4.48382 -1.39736 0.297299 -1.17381 -0.0318552
115.350000 11.6165 -5.12005 -1.37956 -0.21156 -1.04767 0.0932929
115.360000 11.3521 -5.68472 -1.29085 -0.711116 -0.923398 0.21633
115.370000 10.8007 -6.17779 -1.13134 -1.21544 -0.797089 0.341052
115.380000 9.95572 -6.59699 -0.899009 -1.73839 -0.664886 0.471155
115.390000 8.80243 -6.93783 -0.589713 -2.2939 -0.522893 0.610285
115.400000 7.31851 -7.19364 -0.19735 -2.89413 -0.367631 0.761504
115.410000 5.47686 -7.35633 0.285318 -3.54119 -0.198146 0.925076
115.420000 3.25743 -7.41937 0.863468 -4.20201 -0.0224866 1.09187
115.430000 0.681019 -7.3865 1.53131 -4.75737 0.128987 1.23031
115.440000 -2.13162 -7.28716 2.25689 -4.9879 0.199363 1.28351
115.450000 -4.94517 -7.18094 2.97896 -4.76129 0.152867 1.21856
115.460000 -7.52647 -7.12791 3.63778 -4.21656 0.0236421 1.07311
